,end station name,end station latitude,end station longitude
1039,W 15 St & 10 Ave,40.742753828659026,-74.00747358798982
1049,W 82 St & Central Park West,40.78275,-73.97137
1050,W 21 St & 6 Ave,40.74173969,-73.99415556
1053,W 51 St & 6 Ave,40.7606597,-73.98042047
1054,31 Ave & Crescent St,40.765834600000005,-73.9265474
1057,W 20 St & 10 Ave,40.745686,-74.00514100000001
1063,Amsterdam Ave & W 125 St,40.813358,-73.956461
1065,Kingsland Ave & Nassau Ave,40.725770000000004,-73.94173
1079,Watts St & Greenwich St,40.72405549,-74.00965965
1080,Amsterdam Ave & W 82 St,40.78524672,-73.97667321
1082,31 St & Broadway,40.761584,-73.925921
1089,Broadway & W 122 St,40.8120562,-73.9612547
1092,Amsterdam Ave & W 73 St,40.779668090073116,-73.98093044757842
1094,Broadway & W 25 St,40.74286877312112,-73.98918628692627
1103,E 91 St & 2 Ave,40.781122299341654,-73.94965589046478
1106,Murray St & Greenwich St,40.71485150526252,-74.01122331619263
1112,E 74 St & 1 Ave,40.7689738,-73.95482273
1116,49 Ave & 21 St,40.74252,-73.948852
1123,2 Ave & 36 St,40.65708866668485,-74.00870203971863
1129,W 113 St & Broadway,40.805973,-73.964928
1132,FDR Drive & E 35 St,40.744219,-73.97121214
1134,31 St & 23 Ave,40.7747878,-73.91255509999999
1136,E 93 St & 2 Ave,40.78245417527987,-73.94891962409021
1142,W 4 St & 7 Ave S,40.73401143,-74.00293877
1145,Rivington St & Chrystie St,40.72110063,-73.99192540000001
1146,Grand St & Greene St,40.72170005235607,-74.00238141417502
1154,Centre St & Chambers St,40.71273266,-74.0046073
1157,Broadway & W 37 St,40.75172632,-73.98753523
1159,Bus Slip & State St,40.701907,-74.013942
1168,5 Ave & E 72 St,40.77282817,-73.96685276
1178,W 25 St & 6 Ave,40.74395411,-73.99144871
1179,Walnut Ave & E 136 St,40.801657,-73.909513
1181,E 11 St & 2 Ave,40.73047309,-73.98672378
1182,6 Ave & 9 St,40.668127,-73.98377641
1187,E 16 St & 5 Ave,40.73726186,-73.99238967
1192,Fulton St & Broadway,40.711065999999995,-74.009447
1200,Center Blvd & 51 Ave,40.74336608027021,-73.95960688591003
1208,Melrose Ave & E 150 St,40.816827,-73.917338
1213,Bushwick Ave & Dekalb Ave,40.69502,-73.92825
1218,35 Ave & 37 St,40.7557327,-73.92366109999999
1219,Hicks St & Montague St,40.69512845,-73.99595065
1224,Murray St & West St,40.7149787,-74.013012
1225,10 Ave & W 28 St,40.75066386,-74.00176802
1227,Union Ave & N 12 St,40.71924,-73.95241999999999
1228,Riverside Dr & W 104 St,40.8013434,-73.97114574390001
1247,45 Rd & 11 St,40.74708586,-73.94977234
1248,Montague St & Clinton St,40.694281141397326,-73.99230033159256
1250,Willoughby St & Fleet St,40.69196566,-73.9813018
1271,Adam Clayton Powell Blvd & W 132 St,40.813539,-73.94521
1278,Kosciuszko St & Tompkins Ave,40.69128258,-73.9452416
1280,Vernon Blvd & 30 Rd,40.770845,-73.93417099999999
1285,E 56 St & Madison Ave,40.761573,-73.972628
1287,11 St & 35 Ave,40.76274420000001,-73.9391141
1290,W 89 St & Columbus Ave,40.7882213,-73.97041561
1291,Richards St & Delavan St,40.67943270000001,-74.00785041
1293,E 59 St & Madison Ave,40.76350532,-73.97109243
1299,Frederick Douglass Blvd & W 129 St,40.8125511,-73.9492286
1300,E 19 St & 3 Ave,40.73624527,-73.98473765
1310,Bond St & Fulton St,40.68962188790333,-73.98304268717766
1314,9 Ave & W 28 St,40.74937024193277,-73.99923384189607
1317,1 Ave & E 5 St,40.725864,-73.986389
1332,E 88 St & Park Ave,40.781410700190015,-73.95595908164978
1344,West End Ave & W 78 St,40.783786,-73.981687
1350,Brooklyn Bridge Park - Pier 2,40.698458,-73.997178
1353,E 149 St & Park Ave,40.818154,-73.925294
1355,8 Ave & W 16 St,40.740983,-74.00170200000001
1358,Irving Ave & Palmetto St,40.698,-73.9127
1373,5 Ave & E 63 St,40.766368,-73.971518
1374,4 Ave & 9 St,40.6705135,-73.98876585
1388,Lafayette St & Jersey St,40.72456089,-73.99565293
1393,Lefferts Pl & Franklin Ave,40.680342423,-73.9557689392
1394,Mercer St & Spring St,40.72362738,-73.99949601
1395,South St & Whitehall St,40.70122128,-74.01234218
1398,Little West St & 1 Pl,40.70569254,-74.01677685
1407,Pearl St & Hanover Square,40.7047177,-74.00926027
1408,Milton St & Franklin St,40.72906,-73.95779
1409,Monroe St & Classon Ave,40.684568299999995,-73.95881081
1411,E 56 St & 3 Ave,40.75934501,-73.96759673
1422,E 48 St & 5 Ave,40.75724567911726,-73.97805914282799
1446,W 48 St & Rockefeller Plaza,40.757936462436746,-73.97960275411606
1450,DeKalb Ave & S Portland Ave,40.68981035,-73.97493121
1456,Calyer St & Jewel St,40.72984,-73.94839
1461,Stewart Ave & Johnson Ave,40.708690000000004,-73.92586999999999
1462,E 95 St & 3 Ave,40.7849032,-73.950503
1470,Convent Ave & W 135 St,40.818215,-73.950988
1472,W 51 St & Rockefeller Plaza,40.75969995906254,-73.9780819416046
1474,E 41 St & Madison Ave,40.752165280621966,-73.97992193698882
1480,Atlantic Ave & Fort Greene Pl,40.68382604,-73.97632328
1485,Amsterdam Ave & W 131 St,40.816355,-73.954295
1488,E 68 St & 3 Ave,40.76712840349542,-73.96224617958069
1499,St. Nicholas Ave & W 126 St,40.8114323,-73.95187759999999
1509,Crescent St & 30 Ave,40.768692,-73.9249574
1526,E 161 St & River Ave,40.827883,-73.927111
1532,Lexington Ave & E 29 St,40.74311555376486,-73.98215353488922
1533,Baltic St & 5 Ave,40.6795766,-73.97854971
1534,N 11 St & Kent Ave,40.72248188638219,-73.95921930670737
1544,8 Ave & W 31 St,40.7505853470215,-73.9946848154068
1551,Washington Ave & Park Ave,40.69610226,-73.96751037
1553,Lexington Ave & E 127 St,40.805726,-73.936322
1560,Washington Pl & Broadway,40.72903917,-73.99404649
1566,E 45 St & 3 Ave,40.75255434,-73.97282625
1568,Central Park W & W 91 St,40.78866499127884,-73.96680057048799
1569,Frederick Douglass Blvd & W 145 St,40.823060999999996,-73.941928
1574,Gansevoort St & Hudson St,40.73944820130404,-74.00507032871245
1575,Centre St & Worth St,40.71494807,-74.00234482
1581,Grand Army Plaza & Plaza St West,40.6729679,-73.97087984
1582,46 Ave & 5 St,40.74731,-73.95451
1584,Dean St & 4 Ave,40.68312489,-73.97895137
1592,Southpoint Park,40.75370225419114,-73.95865201950072
1614,W 76 St & Columbus Ave,40.7801839724239,-73.97728532552719
1626,DeKalb Ave & Hudson Ave,40.689888,-73.981013
1629,5 Ave & E 126 St,40.806979999999996,-73.94174699999999
1639,N 12 St & Bedford Ave,40.72079821,-73.95484712
1640,Vernon Blvd & 31 Ave,40.7692475,-73.93545040000001
1668,Lawrence St & Willoughby St,40.69236178,-73.98631746
1669,Amsterdam Ave & W 167 St,40.839443,-73.937044
1674,Cadman Plaza E & Red Cross Pl,40.69991755,-73.98971773
1681,Pershing Square South,40.751581,-73.97791
1686,Madison St & Montgomery St,40.713126,-73.984844
1702,W 35 St & Dyer Ave,40.754691750226016,-73.9974018931389
1705,W 18 St & 9 Ave,40.7435337324616,-74.00367558002472
1706,Columbia St & Lorraine St,40.6747055,-74.00755720000001
1754,Willoughby St & Ashland Pl,40.69178,-73.97877
1760,Willoughby Ave & Tompkins Ave,40.69425403,-73.94626915
1769,19 St & 24 Ave,40.777455200000006,-73.9225403
1770,Underhill Ave & Lincoln Pl,40.674012299999994,-73.9671457
1786,W 15 St & 7 Ave,40.73935542,-73.99931783
1797,Broadway & W 131 St,40.817555,-73.957163
1805,3 Ave & Franklin Ave,40.82696,-73.907451
1808,W 20 St & 7 Ave,40.74238787,-73.99726235
1827,Union St & 4 Ave,40.6772744,-73.98282002
1831,Madison St & Clinton St,40.71269042,-73.98776323
1841,St Nicholas Ave & W 150 St,40.827212,-73.942722
1846,Plaza St West & Flatbush Ave,40.675020700000005,-73.97111473
1856,E 63 St & 3 Ave,40.763954,-73.9646
1869,Franklin St & W Broadway,40.71911552,-74.00666661
1873,Catherine St & Monroe St,40.71117444,-73.99682619
1890,Carlton Ave & Flushing Ave,40.697787,-73.973736
1891,3 Ave & E 71 St,40.76873687,-73.96119945
1894,Huron St & Franklin St,40.732659999999996,-73.95826
1897,5 Ave & E 103 St,40.792255299999994,-73.95249933
1904,9 Ave & W 45 St,40.76019252,-73.9912551
1929,Kane St & Clinton St,40.686175799999994,-73.99645295
1947,Greenwich St & Hubert St,40.721319,-74.010065
1971,Vernon Blvd & 50 Ave,40.74232744,-73.95411749
1973,Bergen St & Flatbush Ave,40.680944723477296,-73.97567331790923
1977,Morgan Ave & Maspeth Ave,40.716657,-73.93637
1978,Clark St & Henry St,40.69760127,-73.99344559
2009,Congress St & Clinton St,40.6881529,-73.99520919
2026,LaGuardia Pl & W 3 St,40.72917025,-73.99810231
2031,Columbia St & Rivington St,40.71739973,-73.98016555
2043,DeKalb Ave & Franklin Ave,40.69064807082943,-73.95746178925037
2058,Crescent St & Broadway,40.7633589,-73.92864709999999
2062,W 165 St & Fort Washington Ave,40.84004,-73.942939
2065,Edgecombe Ave & W 141 St,40.820681,-73.945144
2070,St Ann's Ave & Westchester Ave,40.815887,-73.911918
2071,W 116 St & Amsterdam Ave,40.8067581,-73.9607082
2074,Division Ave & Hooper St,40.70684203101325,-73.9544353965357
2082,47 Ave & 31 St,40.743,-73.93561
2089,Vernon Blvd & 47 Rd,40.7449067,-73.9534573
2117,Madison St & Woodward Ave,40.70408,-73.90408000000001
2119,Cliff St & Fulton St,40.70838,-74.00495
2120,Bank St & Washington St,40.7361967,-74.00859207
2137,Leonard St & Church St,40.717571,-74.005549
2150,21 St & 31 Dr,40.7659,-73.930819
2159,Clermont Ave & Lafayette Ave,40.68764484,-73.96968902
2174,3 Ave & 14 St,40.6685455,-73.99333264
2175,Court St & State St,40.6902375,-73.99203074
2183,Dean St & Hoyt St,40.686444200000004,-73.98759104
2224,Liberty St & Nassau St,40.70858894240581,-74.00935482235809
2249,E 138 St & 5 Av,40.81449,-73.936153
2264,Morningside Ave & W 123 St,40.81,-73.9551508
2266,Riverside Dr & W 138 St,40.823168,-73.955857
2269,Bradhurst Ave & W 148 St,40.825125,-73.941616
2271,Lorimer St & Calyer St,40.72795,-73.95414
2294,Stagg St & Morgan Ave,40.710681,-73.93372
2299,Division St & Bowery,40.714193,-73.996732
2311,Pacific St & Classon Ave,40.67919439999999,-73.95879029999999
2315,9 St & 44 Rd,40.74966,-73.9521
2337,E 109 St & 3 Ave,40.79329668,-73.9432083
2343,Central Park West & W 85 St,40.78476,-73.969862
2344,Lenox Ave & W 115 St,40.8011939,-73.9500739
2355,W 163 St & Edgecombe Ave,40.835798,-73.937496
2377,2 Ave & E 99 St,40.786258600000004,-73.94552579
2383,E 31 St & 3 Ave,40.74394314,-73.97966069
2395,E 81 St & Park Ave,40.77677702,-73.95900970000001
2405,Vernon Blvd & 10 St,40.7671863,-73.9373554
2418,MacDougal St & Prince St,40.72710258,-74.00297088
2425,Adam Clayton Powell Blvd & W 118 St,40.804372,-73.951475
2448,Butler St & Court St,40.6849894,-73.99440329
2451,W 47 St & 10 Ave,40.76269882,-73.99301222
2454,Putnam Ave & Throop Ave,40.6851532,-73.94111
2474,Front St & Washington St,40.70255088,-73.98940236
2491,W 26 St & 10 Ave,40.749717753,-74.002950346
2500,Frost St & Debevoise Ave,40.71882,-73.93948
2502,9 Ave & W 18 St,40.74317449,-74.00366443
2523,Cleveland Pl & Spring St,40.72210378668603,-73.99724900722505
2546,Vernon Blvd & 41 Rd,40.7552433,-73.94856779999999
2560,Amsterdam Ave & W 66 St,40.7746671,-73.98470567
2561,Atlantic Ave & Furman St,40.69165183,-73.99997859999999
2583,Myrtle Ave & Linden St,40.69943,-73.91337
2604,Newtown Ave & 23 St,40.7713615,-73.9246145
2613,Meserole Ave & Manhattan Ave,40.72708584,-73.95299117
2618,E 88 St & 1 Ave,40.778301,-73.9488134
2621,Cauldwell Ave & E 158 St,40.81989,-73.908351
2632,W 180 St & Ft Washington Ave,40.849971999999994,-73.938423
2654,21 St & Hoyt Ave S,40.774645,-73.92370600000001
2658,Wadsworth Ave & W 179 St,40.848467,-73.936064
2659,E 118 St & Madison Ave,40.801486600000004,-73.9442507
2669,Reade St & Broadway,40.71450451,-74.00562789
2675,3 St & Prospect Park West,40.668132,-73.97363831
2698,Flushing Ave & Vanderbilt Ave,40.69795031569544,-73.97077560424805
2707,Roosevelt Island Tramway,40.757284000000006,-73.9536
2712,47 Ave & Skillman Ave,40.7437524099784,-73.94176483154297
2716,E 144 St & Brook Ave,40.811675,-73.917037
2728,DeKalb Ave & Vanderbilt Ave,40.68940747,-73.96885458
2729,River Ave & E 153 St,40.82441,-73.92818
2736,3 Ave & E 174 St,40.842240000000004,-73.8985
2759,Stanton St & Norfolk St,40.720746999999996,-73.986274
2768,31 Ave & Steinway St,40.761148799999994,-73.9170071
2770,Jefferson St & Cypress Ave,40.709070000000004,-73.92156999999999
2783,Lexington Ave & E 111 St,40.79541210000001,-73.9441232
2786,Schermerhorn St & Bond St,40.68841742754083,-73.98451656103134
2789,Mott St & Prince St,40.72317958,-73.99480012
2790,S 3 St & Bedford Ave,40.71260486,-73.96264403
2797,27 Ave & 9 St,40.7739825,-73.93091340000001
2798,Cambridge Pl & Gates Ave,40.68488,-73.96304
2817,Crescent St & Ditmars Blvd,40.7787185,-73.9145645
2822,Macon St & Nostrand Ave,40.6809833854,-73.9500479759
2823,Knickerbocker Ave & Thames St,40.70539,-73.92976
2858,Prospect Pl & 6 Ave,40.6793307,-73.97519523
2860,Bergen St & Vanderbilt Ave,40.6794388,-73.96804379999999
2886,Lenox Ave & W 146 St,40.821111,-73.935971
2913,Boerum St & Broadway,40.70538077,-73.94976519
2939,Eastern Pkwy & Washington Ave,40.6716493,-73.9631145
2953,E 43 St & 2 Ave,40.75022392,-73.97121414
2956,Lenox Ave & W 144 St,40.819783,-73.936521
2973,Devoe St & Lorimer St,40.71335226222875,-73.9491033554077
2986,Adam Clayton Powell Blvd & W 115 St,40.802535,-73.9532423
2990,Stagg St & Union Ave,40.70877084,-73.95095259
2991,St Nicholas Ave & W 137 St,40.818477,-73.947568
2992,Jay St & Tech Pl,40.695065,-73.987167
2997,McGuinness Blvd & Eagle St,40.73555,-73.95284000000001
3007,E 103 St & Lexington Ave,40.790305100000005,-73.94755757
3008,East End Ave & E 86 St,40.77518615,-73.94446054
3011,Bergen Ave & E 152 St,40.817166,-73.914737
3016,Fort Washington Ave & W 183 St,40.852252,-73.937854
3022,Front St & Jay St,40.702461,-73.98684200000001
3030,Washington Ave & E 174 St,40.843078999999996,-73.900216
3043,Brook Ave & E 148 St,40.814383,-73.915368
3049,Van Brunt St & Van Dyke St,40.675832943912894,-74.01472628116608
3078,Graham Ave & Grand St,40.711863,-73.944024
3106,India St & West St,40.73181401720966,-73.95995020866394
3118,St Marks Pl & 1 Ave,40.72779126,-73.98564945
3138,Henry St & Degraw St,40.684751399999996,-73.99917254
3159,Grant Ave & E 164 St,40.828846999999996,-73.91769000000001
3184,Perry St & Bleecker St,40.73535398,-74.00483091
3188,Flushing Ave & Woodward Ave,40.71246,-73.91873000000001
3208,Pike St & E Broadway,40.71406667,-73.99293911
3212,Classon Ave & St Marks Ave,40.676519799999994,-73.9596082
3221,Columbia St & Kane St,40.68763155,-74.0016256
3253,44 Dr & Jackson Ave,40.74718234,-73.9432635
3267,Wilson Ave & Moffat St,40.68906,-73.90505999999999
3275,28 Ave & 35 St,40.7671,-73.9169858
3280,Concord St & Bridge St,40.69766564,-73.98476437
3290,Adam Clayton Powell Blvd & W 138 St,40.81695971032464,-73.9422959089279
3297,Amsterdam Ave & W 180 St,40.847396,-73.931205
3336,Willow Ave & E 133 St,40.800933,-73.913863
3345,Washington Park,40.6917823,-73.97372990000001
3348,E 128 St & Madison Ave,40.807559999999995,-73.93918199999999
3423,Fulton St & Clermont Ave,40.68415748,-73.96922273
3446,Smith St & 3 St,40.678724200000005,-73.99599099
3450,S Portland Ave & Hanson Pl,40.68539567,-73.97431458
3467,Jackson Ave & 46 Rd,40.74524768,-73.94733276
3483,Park Pl & Church St,40.71334184275907,-74.00935515761375
3485,Willoughby Ave & Myrtle Ave,40.69757,-73.93098
3525,Clinton St & Joralemon St,40.69239502,-73.99337909
3565,Roebling St & N 4 St,40.714690000000004,-73.95739
3569,Pitt St & Stanton St,40.71926081,-73.98178024
3577,N 15 St & Wythe Ave,40.724055,-73.955736
3582,5 Ave & E 93 St,40.785785100000005,-73.957481
3622,Sunken Meadow Comfort Station,40.79558,-73.91906
3634,14 St & 7 Ave,40.663779,-73.98396846
3638,Nassau Ave & Newell St,40.724812564400175,-73.94752621650694
3647,E 51 St & 1 Ave,40.75455731,-73.96592976
3649,Wythe Ave & Metropolitan Ave,40.716887,-73.96319799999999
3681,Driggs Ave & Lorimer St,40.72179134,-73.95041540000001
3695,Bedford Ave & Bergen St,40.676368,-73.95291800000001
3716,6 Ave & W 34 St,40.74964,-73.98805
3778,E 67 St & Park Ave,40.76780080148132,-73.96592080593109
3794,Douglass St & 3 Ave,40.6802133,-73.98432695
3808,7 St & 3 Ave,40.67260298150126,-73.98983001708984
3816,5 Ave & 3 St,40.672815500000006,-73.98352355
3819,Broadway & Whipple St,40.7016657,-73.9437303
3834,St. Nicholas Ave & W 157 St,40.832314000000004,-73.94102
3857,Broadway & Roebling St,40.70924826276157,-73.96063148975372
3893,Cypress Ave & Palmetto St,40.70157340873792,-73.90876293182373
3900,Smith St & 9 St,40.67469570000001,-73.99785768
3920,W Broadway & W Houston St,40.726378000000004,-74.000472
3940,E 118 St & Park Ave,40.8005385,-73.9419949
3964,Pacific St & Nevins St,40.6853761,-73.98302136
3977,31 St & Northern Blvd,40.75186951421875,-73.93349289894103
3988,Henry St & W 9 St,40.6763744,-74.00324957
3993,3 St & 7 Ave,40.67038370000001,-73.97839676
4028,Harlem River Dr & W 155 St,40.830476000000004,-73.939929
4038,5 St & 6 Ave,40.670483600000004,-73.98208968
4041,Madison St & Cypress Ave,40.70068,-73.90742
4057,Clay Ave & E 173 St,40.843264000000005,-73.90486700000001
4078,Wyckoff St & Nevins St,40.683426000000004,-73.984275
4100,McKibbin St & Bogart St,40.706237,-73.933871
4108,Park Ave & Marcus Garvey Blvd,40.698617,-73.941342
4109,Cauldwell Ave & E 161 St,40.82188,-73.907521
4136,12 St & 4 Ave,40.668603000000004,-73.99043940000001
4143,Lafayette Ave & Fort Greene Pl,40.68691865,-73.976682
4147,Pioneer St & Richards St,40.677774799999995,-74.0094613
4151,Jay St & York St,40.70140317257725,-73.98672670125961
4176,St James Pl & Pearl St,40.71117416,-74.00016545
4192,Clinton St & 4 Place,40.6783563,-74.00014502
4199,Green St & McGuinness Blvd,40.733959999999996,-73.95204
4223,W 163 St & Riverside Dr,40.839278,-73.94544599999999
4233,Icahn Stadium,40.793459999999996,-73.92389
4297,Union St & Nevins St,40.67909799721684,-73.98765474557877
4300,Berkeley Pl & 7 Ave,40.675146838709786,-73.9752320945263
4318,W 120 St & Claremont Ave,40.8109494,-73.9634
4351,Lexington Ave & E 120 St,40.8013066,-73.93981670000001
4399,Manhattan Av & Leonard St,40.72084,-73.94844
4404,Boston Rd & E 167 St,40.828199,-73.903719
4431,Underhill Ave & Pacific St,40.6804836,-73.9646795
4461,Morningside Dr & Amsterdam Ave,40.81028506306003,-73.95736455917357
4474,36 Ave & 31 St,40.75651272984955,-73.92957486212252
4531,Prospect Ave & Longwood Ave,40.81899,-73.90202
4563,35 St & 34 Ave,40.7580583,-73.92427509999999
4566,Willoughby Ave & Hall St,40.69196035,-73.96536851
4586,3 St & Hoyt St,40.6777287,-73.99364123
4595,Carroll St & Bond St,40.6786115,-73.99037292
4600,28 St & 41 Ave,40.751047,-73.93796999999999
4623,Verona Pl & Fulton St,40.680356084043396,-73.94767910242079
4631,Central Ave & Melrose St,40.70112,-73.93039
4645,Park Ave & St Edwards St,40.69608941,-73.97803415
4675,Steinway St & 28 Ave,40.7656251,-73.9136695
4709,Clinton Ave & Flushing Ave,40.69794,-73.96986848
4779,Lafayette Ave & Classon Ave,40.68900443,-73.96023854
4795,Metropolitan Ave & Meeker Ave,40.71413311,-73.95234386
4802,Amsterdam Ave & W 175 St,40.844044,-73.933651
4807,E 132 St & Madison Ave,40.810224,-73.93719499999999
4829,W 181 St & Riverside Dr,40.85168,-73.94185999999999
4832,Duane St & Greenwich St,40.71748752,-74.0104554
4834,Pierrepont St & Monroe Pl,40.69535693320225,-73.99344027042389
4847,Sigourney St & Columbia St,40.67267243410948,-74.00879524648191
4874,Wyckoff Av & Jefferson St,40.707165,-73.923711
4906,Kent Ave & S 11 St,40.7076449441757,-73.96841526031494
4931,St Nicholas Ave & E 134 St,40.816234,-73.948222
4938,Steinway St & 23 Ave,40.771393700000004,-73.9077436
4997,Knickerbocker Ave & George St,40.704425,-73.92836
5038,7 St & 5 Ave,40.670492200000005,-73.98541675
5044,Southern Blvd & Tiffany St,40.818185,-73.894143
5048,Clay Ave & Claremont Pkwy,40.83999,-73.90549
5051,Warren St & W Broadway,40.71473993,-74.00910627
5054,Metropolitan Ave & Vandervoort Ave,40.714290000000005,-73.93323000000001
5055,Grand Ave & Bergen St,40.678045000000004,-73.962408
5056,Fulton St & Irving Pl,40.68186,-73.95943199999999
5061,Riverside Dr & W 145 St,40.827304999999996,-73.951989
5073,W 140 St & Riverside Dr,40.824013,-73.95474300000001
5084,Waterbury St & Stagg St,40.710190000000004,-73.93734
5093,E 44 St & 2 Ave,40.75118387463277,-73.97138714790343
5116,Nostrand Ave & Myrtle Ave,40.69527008,-73.95238108
5155,5 St & 51 Ave,40.7423737,-73.9566
5169,W 147 St & Adam Clayton Powell Blvd,40.82281,-73.937413
5188,Riverside Dr & W 82 St,40.78720869,-73.98128127
5262,21 St & 43 Ave,40.75052534,-73.94594845
5267,Morris Ave & E 142 St,40.814469,-73.924963
5269,E 106 St & 1 Ave,40.7892529,-73.93956237
5286,Court St & Nelson St,40.6763947,-73.99869893
5289,Van Buren St & Broadway,40.692,-73.92617
5342,Halsey St & Evergreen Ave,40.68858,-73.91226999999999
5359,Riverside Dr & W 78 St,40.78414472,-73.98362492
5372,Ogden Ave & W 164 St,40.832812,-73.929372
5380,Walton Ave & E 153 St,40.822351,-73.926907
5393,St Marks Pl & 2 Ave,40.7284186,-73.98713956
5436,10 St & 5 Ave,40.6686273,-73.98700053
5454,E 150 St & Gerard Ave,40.820089,-73.928947
5462,48 Ave & 5 St,40.74436328706688,-73.95587325096129
5477,Broadway & 12 St,40.7668,-73.93477740000002
5484,Carroll St & Smith St,40.680611,-73.99475825
5490,Devoe St & Morgan Ave,40.713811,-73.93515
5543,W 74 St & Columbus Ave,40.7785669,-73.97754961
5571,Franklin Ave & St Marks Ave,40.6758324,-73.95616770000001
5600,6 Ave & 12 St,40.666318100000005,-73.9854617
5607,E 138 St & Canal St W,40.812304,-73.929153
5634,Willis Ave & Bruckner Blvd,40.805701,-73.925177
5635,E 156 & Brook Ave,40.819823,-73.91241099999999
5682,Clinton St & Union St,40.683116399999996,-73.99785267
5707,39 St & 2 Ave,40.65539977447831,-74.0106278657913
5735,Lenox Ave & W 133 St,40.81296,-73.941878
5766,Richardson St & N Henry St,40.71907891179564,-73.94223690032959
5777,1 Pl & Clinton St,40.6809591,-73.99905709
5787,27 St & Hunter St,40.7485,-73.941275
5874,Withers St & Kingsland Ave,40.717729999999996,-73.94051
5880,Marcy Ave & Lafayette Ave,40.6900815,-73.94791500000001
5890,Columbia St & Degraw St,40.6859296,-74.00242364
5891,Wards Meadow Comfort Station,40.78294,-73.93077
5923,Banker St & Meserole Ave,40.72606,-73.95621
5954,Amsterdam Ave & W 162 St,40.83618,-73.939789
5962,Sullivan St & Washington Sq,40.73047747,-73.99906065
5980,Bayard St & Baxter St,40.71602118,-73.99974372
6038,Tompkins Ave & Hopkins St,40.69957608,-73.94708417
6077,West End Ave & W 107 St,40.8021174,-73.9681805305
6089,St Mary's St & Jackson Ave,40.808890999999996,-73.91081
6103,E 116 St & 2 Ave,40.796879,-73.93726099999999
6180,W 90 St & Amsterdam Ave,40.79017948095081,-73.97288918495178
6316,W 116 St & Broadway,40.8082,-73.9641
6353,Laight St & Hudson St,40.72185379,-74.00771779
6359,Prospect Pl & Underhill Ave,40.6769694,-73.96579
6449,St Johns Pl & Washington Ave,40.6737236,-73.9631611
6461,Freeman St & Southern Blvd,40.830051,-73.892103
6467,37 St & 24 Ave,40.7701477,-73.9120938
6478,Humboldt St & Varet St,40.7031724,-73.940636
6485,Carlton Ave & Dean St,40.68097410000001,-73.97100970000001
6495,Greene Ave & Throop Ave,40.6894932,-73.942061
6498,14 St & 5 Ave,40.666287,-73.98895053
6503,India St & Manhattan Ave,40.73232194,-73.9550858
6569,Washington Ave & E 167 St,40.829896000000005,-73.907618
6624,Cedar St & Myrtle Ave,40.697842,-73.926241
6834,Front St & Gold St,40.70224,-73.982578
6913,Engert Ave & McGuinness Blvd,40.721579999999996,-73.94546
6922,S 4 St & Rodney St,40.709340000000005,-73.95608
7003,Coffey St & Conover St,40.677236,-74.015665
7059,Broadway & W 155 St,40.83299,-73.94592
7117,Union Ave & Wallabout St,40.70029511,-73.95032283
7138,27 Ave & 3 St,40.77485,-73.9342
7148,E 30 St & Park Ave S,40.74444921,-73.98303529
7172,Hoe Ave & Jennings St,40.832171,-73.889686
7210,Hoyt St & Warren St,40.6843549,-73.98901629
7374,28 Ave & 44 St,40.76408932350689,-73.9106512069702
7445,Adelphi St & Myrtle Ave,40.69308257,-73.97178913
7507,Park Pl & Vanderbilt Ave,40.6767,-73.969024
7571,Graham Ave & Conselyea St,40.715143,-73.944507
7574,Webster Ave & E 166 St,40.828975,-73.911259
7598,Intervale Ave & Westchester Ave,40.821967,-73.896752
7603,Douglass St & 4 Ave,40.67927879999999,-73.98154004
7617,Willis Ave & E 143 St,40.812298999999996,-73.92036999999999
7660,Putnam Ave & Wyckoff Ave,40.69811,-73.90904
7697,Grove St & Broadway,40.69047,-73.923511
7751,E 141 St & St Ann's Ave,40.808633,-73.916124
7823,Alexander Ave & E 134 St,40.807466,-73.92710699999999
7831,3 Ave & Carroll St,40.677027,-73.9865
7835,E 68 St & Madison Ave,40.7691572,-73.96703464
7890,Columbia St & W 9 St,40.6769993,-74.00647134
7894,Bronx Shore Comfort Station,40.80046,-73.92404
7909,Carroll St & 6 Ave,40.6740886,-73.9787282
7925,Leonard St & Nassau Ave,40.7239567849954,-73.94984364509583
8053,31 Ave & 34 St,40.763154,-73.920827
8058,Cabrini Blvd & W 177 St,40.848282,-73.941343
8206,3 Ave & E 170 St,40.834857,-73.903743
8221,36 Ave & 10 St,40.7614376,-73.9411265
8255,Gerard Ave & McClellan St,40.833909000000006,-73.92112
8289,40 Ave & Crescent St,40.7535992020056,-73.9379560947418
8393,Perry St & Greenwich Ave,40.735918,-74.000939
8443,Hart St & Wyckoff Ave,40.704876,-73.919911
8444,W 145 St & Amsterdam Ave,40.825244,-73.947257
8502,Driggs Ave & N Henry St,40.72325,-73.94308000000001
8582,Amsterdam Ave & W 119 St,40.8086249,-73.9596214
8622,Grand Concourse & E 171 St,40.839549,-73.913004
8763,34 St & 35 Ave,40.756933200000006,-73.92622309999999
8804,Lincoln Ave & E 138 St,40.810893,-73.927311
8850,Willoughby Ave & Onderdonk Ave,40.7098,-73.91727
8854,Brook Ave & E 141 St,40.809619,-73.917875
8860,Sterling Pl & Bedford Ave,40.672695000000004,-73.954131
8878,Berkeley Pl & 6 Ave,40.6765304,-73.97846879
8879,Powers St & Olive St,40.713229999999996,-73.93894
